LI8,3,6,0.3957109,1.269749,-0.0095862,0,180,0
ST4,0,8,0.03441093,1.61045,0.1052138,0,245,0
SI6,3,7,0.550231,1.179249,-0.0449562,49.66964,309.415,49.66964
LI12,4,3,0.3568109,1.342749,-0.05768623,60,270,60
LI14,4,4,0.2857709,1.434949,-0.05768624,37.6017,270,37.6017
SP10,6,2,0.1003109,0.6052495,0.06541385,0,180,0
LI4,5,5,0.6125109,1.163949,0.03041379,90,0,90
BL10,1,2,0.03171093,1.63625,-0.05598629,0,0,0
BL34,2,19,0.02221093,1.01605,-0.1473862,0,0,0
LI7,3,8,0.4695109,1.218949,0.001803812,0,180,0
ST22,2,20,0.06441092,1.20035,0.1062138,0,180,0
ST39,7,5,0.1492109,0.3226496,0.0344139,0,180,0
ST20,2,21,0.06441092,1.25645,0.1103138,0,180,0
BL32,2,22,0.02961093,1.05145,-0.1435762,0,0,0
BL33,2,23,0.02531093,1.026449,-0.1473062,0,0,0
ST40,7,6,0.1858109,0.3559496,0.0201139,0,180,0
SP4,8,3,0.1102109,0.04204959,0.07511392,0,90,0
SP7,7,7,0.09004092,0.3201495,-0.03758612,0,90,0
SP15,2,24,0.1050109,1.11665,0.0761138,0,180,0
LI3,5,6,0.6347309,1.13158,0.04342379,12.39325,176.1652,12.39325
BL11,2,25,0.03261093,1.51765,-0.1260863,0,0,0
SI13,2,26,0.09061093,1.48975,-0.1451163,0,0,0
ST15,2,27,0.08601093,1.45565,0.07921376,0,180,0
ST42,8,4,0.1428109,0.08618963,0.04801391,90,-5.36E-05,90
SI8,3,9,0.387941,1.295199,-0.09028621,49.66964,309.415,49.66964
LU7,3,10,0.505711,1.196049,0.007513818,0,180,0
SP9,7,8,0.08641092,0.4893495,-0.03758613,0,90,0
ST9,1,3,0.03921093,1.55895,0.02981373,2.73E-05,180,2.73E-05
BL31,2,28,0.02921093,1.072049,-0.1363362,0,0,0
BL28,2,29,0.04041092,1.05145,-0.1460862,0,0,0
SI10,2,30,0.1681109,1.49405,-0.1095863,0,0,0
LI11,3,11,0.360111,1.219109,-0.0605862,270,5.36E-05,270
ST25,2,31,0.06441092,1.11665,0.1108138,0,180,0
ST3,0,9,0.03676093,1.62453,0.1063138,0,245,0
ST21,2,32,0.06441092,1.23375,0.1110138,0,180,0
ST26,2,33,0.06441092,1.09475,0.1063138,0,180,0
ST27,2,34,0.06441092,1.06185,0.09921382,0,180,0
ST14,2,35,0.08601093,1.47535,0.06341375,0,180,0
ST32,6,3,0.1353109,0.7625496,0.09832384,0,180,0
BL9,0,10,0.02211093,1.69325,-0.07577629,0,0,0
LI5,3,12,0.550211,1.191089,0.006013807,45.85579,180,45.85579
ST44,8,5,0.1726109,0.0292896,0.1364139,90,-5.36E-05,90
LI13,4,5,0.3171409,1.382899,-0.05768624,60,270,60
SP20,2,36,0.1399109,1.45945,0.05001376,0,180,0
BL12,2,37,0.03261093,1.49405,-0.1422863,0,0,0
BL13,2,38,0.03261093,1.467149,-0.1530863,0,0,0
BL30,2,39,0.03521093,1.017149,-0.1519862,0,0,0
SI16,1,4,0.06361093,1.558949,-0.000186272,0,270,0
BL24,2,40,0.03261093,1.16845,-0.1193862,0,0,0
LI16,2,41,0.1681109,1.45435,-0.1313263,0,0,0
BL2,0,11,0.009410926,1.69285,0.1283138,0,180,0
LI20,0,12,0.02321093,1.63945,0.1185138,-2.73E-05,180,-2.73E-05
SP18,2,42,0.1399109,1.39405,0.07467377,0,180,0
SP19,2,43,0.1399109,1.42085,0.06937376,0,180,0
BL19,2,44,0.03261093,1.29155,-0.1447863,0,0,0
BL15,2,45,0.03261093,1.412549,-0.1616863,0,0,0
HT3,3,13,0.365411,1.295049,-0.01298621,0,180,0
SP11,6,4,0.09381094,0.8387495,0.09274384,0,180,0
SI3,5,7,0.6176109,1.096149,-0.03738621,0,0,0
ST5,0,13,0.05141093,1.59865,0.06571376,2.41E-05,270,2.41E-05
SI15,2,46,0.04891093,1.53345,-0.1143263,0,0,0
ST29,2,47,0.06441092,1.01135,0.08281382,0,180,0
BL25,2,48,0.03261093,1.12105,-0.1226862,0,0,0
LI15,2,49,0.1623109,1.53114,-0.05768626,90,180,90
LI6,3,14,0.5172509,1.206579,0.002303805,37.58199,194.7805,37.58199
ST6,0,14,0.06181093,1.61595,0.03291374,2.41E-05,270,2.41E-05
LI17,1,5,0.05881093,1.54325,0.01901373,2.73E-05,180,2.73E-05
ST30,2,50,0.06441092,0.9922495,0.07775383,0,180,0
ST43,8,6,0.1661109,0.04103959,0.1064139,90,-5.36E-05,90
SI17,1,6,0.05541093,1.59625,0.01181372,0,270,0
HT4,3,15,0.526611,1.209749,-0.04658619,42.88575,316.9688,42.88575
SI11,2,51,0.1256109,1.412549,-0.1550863,0,0,0
SI2,5,8,0.6339109,1.08305,-0.03718621,0,0,0
SI1,5,9,0.6709109,1.050849,-0.04028621,0,0,0
LU1,2,52,0.1522109,1.47535,0.04413376,0,180,0
ST45,8,7,0.1712109,0.02324963,0.1830139,90,-5.36E-05,90
LI1,5,10,0.742861,1.073269,0.0514438,52.68109,211.1016,52.68109
LU2,2,53,0.1522109,1.48615,0.04153376,0,180,0
HT9,5,11,0.6818309,1.05225,-0.03231621,49.88068,275.5715,49.88068
LU5,3,16,0.541811,1.189349,0.009813812,32.29044,185.7561,32.29044
LU10,5,12,0.6043109,1.14125,0.0681138,31.3487,178.4493,31.3487
SP12,2,54,0.06751093,0.9696496,0.07418383,0,180,0
ST19,2,55,0.06441092,1.28545,0.1055138,0,180,0
SP17,2,56,0.1399109,1.36145,0.07791378,0,180,0
SP13,2,57,0.1050109,1.003749,0.07363383,0,180,0
SP21,2,58,0.1825109,1.33475,-0.03868624,0,270,0
ST13,2,59,0.08601093,1.48615,0.05411375,0,180,0
BL4,0,15,0.02094093,1.76119,0.1034337,36.34966,197.767,36.34966
BL5,0,16,0.02094093,1.76925,0.09381371,36.34966,197.767,36.34966
ST8,0,17,0.05695093,1.75965,0.06082368,0,270,0
LU9,3,17,0.529611,1.152749,-0.009686191,270,5.36E-05,270
ST18,2,60,0.08601093,1.34725,0.1098138,0,180,0
BL7,0,18,0.02159093,1.79127,-5.63E-05,71.51551,306.026,71.51551
LI19,0,19,0.01091093,1.62645,0.1321138,-2.73E-05,180,-2.73E-05
ST2,0,20,0.02791093,1.65055,0.1160138,0,180,0
SP14,2,61,0.1050109,1.08935,0.08019381,0,180,0
BL26,2,62,0.04041092,1.093549,-0.1266862,0,0,0
BL27,2,63,0.04041092,1.072049,-0.1374862,0,0,0
LI10,3,18,0.377231,1.284989,-0.0154262,0,180,0
LI9,3,19,0.382911,1.278249,-0.0136262,0,180,0
ST31,6,5,0.1229109,0.9479496,0.08110382,0,180,0
LU3,4,6,0.2360109,1.403749,0.01302377,0,180,0
ST12,2,64,0.08601093,1.50913,0.04681376,53.92137,180,53.92137
ST36,7,9,0.1554109,0.4681496,0.05161388,0,180,0
ST37,7,10,0.1535109,0.3950496,0.04063389,0,180,0
SP6,7,11,0.1083009,0.2167496,-0.0375861,0,90,0
BL35,2,65,0.01161093,0.9886495,-0.1392862,0,0,0
BL36,6,6,0.1246109,0.8780496,-0.1012062,0,0,0
BL37,6,7,0.1246109,0.7392496,-0.09398618,0,0,0
BL38,6,8,0.1246109,0.5608495,-0.06738616,0,0,0
BL39,7,12,0.1515109,0.5304496,-0.06854615,0,0,0
BL40,7,13,0.1318109,0.5304496,-0.06968615,0,0,0
BL41,2,66,0.07501093,1.49405,-0.1422863,0,0,0
BL42,2,67,0.07501093,1.467149,-0.1530863,0,0,0
BL43,2,68,0.07501093,1.43855,-0.1585863,0,0,0
BL44,2,69,0.07501093,1.412549,-0.1596963,0,0,0
BL45,2,70,0.07501093,1.378749,-0.1608662,0,0,0
BL46,2,71,0.07501093,1.34835,-0.1562863,0,0,0
BL47,2,72,0.07501093,1.32815,-0.1455563,0,0,0
BL48,2,73,0.07501093,1.29155,-0.1269762,0,0,0
BL49,2,74,0.07501093,1.26635,-0.1192862,0,0,0
BL50,2,75,0.07501093,1.24495,-0.1153862,0,0,0
BL51,2,76,0.07501093,1.21965,-0.1115862,0,0,0
BL52,2,77,0.07501093,1.194049,-0.1078862,0,0,0
BL53,2,78,0.07501093,1.05145,-0.1422262,0,0,0
BL54,2,79,0.07501093,1.026449,-0.1498862,0,0,0
BL55,7,14,0.1406109,0.4810496,-0.08249613,0,0,0
BL56,7,15,0.1521109,0.4002497,-0.1073061,0,0,0
BL57,7,16,0.1521109,0.3318496,-0.1030861,0,0,0
BL58,7,17,0.1621109,0.2962496,-0.09308612,0,0,0
BL59,7,18,0.1621109,0.2366495,-0.07553611,0,0,0
BL60,7,19,0.1621109,0.1335496,-0.05213609,0,0,0
BL61,8,8,0.1844109,0.02514958,-0.06008609,0,270,0
BL62,8,9,0.1785109,0.06434959,-0.03328609,0,270,0
BL63,8,10,0.1977109,0.03124964,0.00331391,0,270,0
BL64,8,11,0.2056109,0.02514958,0.02631392,0,270,0
BL65,8,12,0.2168409,0.01764965,0.07901392,0,270,0
BL66,8,13,0.2171809,0.01764965,0.09321392,0,270,0
BL67,8,14,0.2208109,0.01914978,0.1273139,90,-5.36E-05,90
KI1,8,15,0.1571109,0.00865972,0.06231392,270,0,270
KI2,8,16,0.1102109,0.04204959,0.01821391,0,90,0
KI3,8,17,0.1206109,0.1050495,-0.06068611,0,90,0
KI4,8,18,0.1228109,0.09014964,-0.0720861,0,90,0
KI5,8,19,0.1161109,0.08194947,-0.0612861,0,90,0
KI6,8,20,0.1110509,0.08134967,-0.0427861,0,90,0
KI7,7,20,0.1196909,0.1948496,-0.0629861,0,90,0
KI8,7,21,0.1120109,0.1948496,-0.0375861,0,90,0
KI9,7,22,0.1024409,0.2692495,-0.06068611,0,90,0
KI10,7,23,0.1019509,0.5117096,-0.06068613,0,90,0
KI11,2,80,0.01501093,0.9922495,0.09169383,0,180,0
KI12,2,81,0.01501093,1.01135,0.09531381,0,180,0
KI13,2,82,0.01501093,1.03165,0.1014138,0,180,0
KI14,2,83,0.01501093,1.06225,0.1114138,0,180,0
KI15,2,84,0.01501093,1.09475,0.1198138,0,180,0
KI16,2,85,0.01501093,1.11665,0.1246138,0,180,0
KI17,2,86,0.01501093,1.16925,0.1286538,0,180,0
KI18,2,87,0.01501093,1.20035,0.1246138,0,180,0
KI19,2,88,0.01501093,1.23375,0.1257138,0,180,0
KI20,2,89,0.01501093,1.25645,0.1257138,0,180,0
KI21,2,90,0.01501093,1.27985,0.1257138,0,180,0
KI22,2,91,0.03591093,1.34265,0.1129138,0,180,0
KI23,2,92,0.03591093,1.36835,0.1219138,0,180,0
KI24,2,93,0.03591093,1.40625,0.1190138,0,180,0
KI25,2,94,0.03591093,1.43815,0.09991377,0,180,0
KI26,2,95,0.03591093,1.46785,0.07721376,0,180,0
KI27,2,96,0.03591093,1.49155,0.06581376,0,180,0
PC1,2,97,0.1300109,1.37575,0.08669379,0,180,0
PC2,4,7,0.2115109,1.403749,0.00398377,0,180,0
PC3,3,20,0.371611,1.309549,-0.08758621,49.66964,309.415,49.66964
PC4,3,21,0.4715109,1.258449,-0.06008621,49.66964,309.415,49.66964
PC5,3,22,0.4940109,1.245049,-0.0528862,49.66964,309.415,49.66964
PC6,3,23,0.506411,1.233649,-0.0467862,49.66964,309.415,49.66964
PC7,3,24,0.5534109,1.197449,-0.0272862,49.66964,309.415,49.66964
PC8,5,13,0.6238509,1.09069,-0.004786206,303.785,90.00003,303.785
PC9,5,14,0.7520109,1.04915,0.0180138,330,270,330
TE1,5,15,0.7175309,1.0548,-0.02488621,28.6159,332.7701,28.6159
TE2,5,16,0.6471709,1.10043,-0.02576621,7.841546,329.6816,7.841546
TE3,5,17,0.6379909,1.11122,-0.02845621,7.841546,329.6816,7.841546
TE4,3,25,0.553301,1.191459,-0.03357619,49.66964,309.415,49.66964
TE5,3,26,0.5340109,1.207549,-0.0394862,43.96811,316.4626,43.96811
TE6,3,27,0.5116609,1.224009,-0.0491062,43.96811,316.4626,43.96811
TE7,3,28,0.509851,1.217099,-0.0553262,43.96811,316.4626,43.96811
TE8,3,29,0.496611,1.235249,-0.0557862,43.96811,316.4626,43.96811
TE9,3,30,0.455311,1.261749,-0.07088621,43.96811,316.4626,43.96811
TE10,3,31,0.3600109,1.285249,-0.1021862,0,0,0
TE11,4,8,0.331311,1.294949,-0.1061362,0,0,0
TE12,4,9,0.2609109,1.370149,-0.1152762,0,0,0
TE13,4,10,0.207111,1.407849,-0.1264862,0,0,0
TE14,2,98,0.1717109,1.479949,-0.1169863,0,0,0
TE15,2,99,0.09317093,1.50984,-0.1321063,0,0,0
TE16,1,7,0.05641093,1.61155,-0.02818628,0,270,0
TE17,0,21,0.06613093,1.64955,0.01191377,0,270,0
TE18,0,22,0.06611092,1.66565,0.000713758,0,270,0
TE19,0,23,0.07227093,1.69035,-0.005086251,0,270,0
TE20,0,24,0.07341094,1.70745,0.01191377,0,270,0
TE21,0,25,0.07024093,1.68215,0.03331374,0,270,0
TE22,0,26,0.07151093,1.69425,0.03331374,0,270,0
TE23,0,27,0.05521093,1.68715,0.09811377,0,270,0
GB1,0,28,0.05321093,1.67075,0.09561378,0,222.5789,0
GB2,0,29,0.06836092,1.66515,0.03331374,0,270,0
GB3,0,30,0.06404093,1.67175,0.06340378,0,269.05,0
GB4,0,31,0.06418093,1.74465,0.0589137,0,270,0
GB5,0,32,0.06671093,1.73135,0.05441367,0,270,0
GB6,0,33,0.06801093,1.71965,0.04871374,0,270,0
GB7,0,34,0.07011092,1.70965,0.04261374,0,270,0
GB8,0,35,0.07211094,1.73415,0.01191371,0,270,0
GB9,0,36,0.07161093,1.73415,0.000813715,0,270,0
GB10,0,37,0.06941093,1.70885,-0.01808626,0,270,0
GB11,0,38,0.05921093,1.66435,-0.02128626,0,270,0
GB12,0,39,0.05611093,1.62105,-0.008686252,0,270,0
GB13,0,40,0.03931092,1.76045,0.09071373,36.34966,197.767,36.34966
GB14,0,41,0.02951093,1.72145,0.1157138,0,180,0
GB15,0,42,0.03061092,1.76045,0.09831368,36.34966,197.767,36.34966
GB16,0,43,0.03061092,1.76945,0.08631372,36.34966,197.767,36.34966
GB17,0,44,0.03061092,1.78065,0.06691372,36.34966,197.767,36.34966
GB18,0,45,0.03061092,1.79059,0.0338937,71.06461,247.9199,71.06461
GB19,0,46,0.04521093,1.69325,-0.06228627,0,0,0
GB20,1,8,0.04521093,1.64665,-0.04428628,0,0,0
GB21,2,100,0.1048109,1.55555,-0.07659625,0,0,0
GB22,2,101,0.1881309,1.37675,-0.06618624,0,270,0
GB23,2,102,0.1794009,1.36868,-0.04369624,0,270,0
GB24,2,103,0.1145109,1.27935,0.07211378,0,180,0
GB25,2,104,0.1483109,1.20265,-0.06618623,0,270,0
GB26,2,105,0.1592909,1.11665,-0.02108621,0,270,0
GB27,2,106,0.1107109,1.03165,0.06149381,0,180,0
GB28,2,107,0.1043709,1.02106,0.06647382,0,180,0
GB29,2,108,0.1592909,1.020149,-0.0210862,0,270,0
GB30,2,109,0.08501093,0.9906495,-0.1554862,0,0,0
GB31,6,9,0.1903809,0.8239495,-0.02108619,0,270,0
GB32,6,10,0.1861109,0.7119495,-0.02108617,0,270,0
GB33,6,11,0.1795109,0.5741495,-0.02108616,0,270,0
GB34,7,24,0.1883909,0.4902496,-0.006686127,0,270,0
GB35,7,25,0.2037709,0.3283496,-0.02138611,0,270,0
GB36,7,26,0.1994109,0.3283496,-0.008286109,0,270,0
GB37,7,27,0.1932209,0.2703496,-0.008286102,0,270,0
GB38,7,28,0.1895109,0.2436496,-0.008286094,0,270,0
GB39,7,29,0.1839109,0.2199496,-0.008286094,0,270,0
GB40,7,30,0.1724209,0.1392495,-0.01498607,0,270,0
GB41,8,21,0.1797109,0.05894959,0.05021392,90,-5.36E-05,90
GB42,8,22,0.1901109,0.03950971,0.08631392,90,-5.36E-05,90
GB43,8,23,0.1997109,0.02978951,0.1097139,90,-5.36E-05,90
GB44,8,24,0.2090809,0.02099973,0.1490839,90,-5.36E-05,90
LR1,8,25,0.1483109,0.0251897,0.1885139,90,-5.36E-05,90
LR2,8,26,0.1502109,0.0342496,0.1369139,90,-5.36E-05,90
LR3,8,27,0.1394109,0.07724959,0.06771392,90,-5.36E-05,90
LR4,7,31,0.1206909,0.1381494,-0.001386082,0,90,0
LR5,7,32,0.1024409,0.2692495,-0.0197861,0,90,0
LR6,7,33,0.09580092,0.3100496,-0.01978611,0,90,0
LR7,7,34,0.1019109,0.4893495,-0.06078614,0,90,0
LR8,7,35,0.1689109,0.5333496,0.02645386,0,180,0
LR9,6,12,0.05981093,0.6898496,0.05631384,0,180,0
LR10,6,13,0.08041093,0.8989496,0.08083382,0,180,0
LR11,6,14,0.05701093,0.9160496,0.06803381,0,180,0
LR12,2,110,0.03901093,0.9656495,0.07501382,0,180,0
LR13,2,111,0.1493109,1.19385,-0.02108622,0,270,0
LR14,2,112,0.1145109,1.29915,0.06981378,0,180,0
GV1,2,113,0.000210927,0.9455495,-0.1091862,0,0,0
GV2,2,114,0.000210927,1.016549,-0.1373062,0,0,0
GV3,2,115,0.000210927,1.095649,-0.1268862,0,0,0
GV4,2,116,0.000210927,1.14435,-0.1203862,0,0,0
GV5,2,117,0.000210927,1.17175,-0.1188862,0,0,0
GV6,2,118,0.000210927,1.22455,-0.1287862,0,0,0
GV7,2,119,0.000210927,1.25255,-0.1355862,0,0,0
GV8,2,120,0.000210927,1.28995,-0.1444862,0,0,0
GV9,2,121,0.000210927,1.34435,-0.1580863,0,0,0
GV10,2,122,0.000210927,1.37865,-0.1622862,0,0,0
GV11,2,123,0.000210927,1.40865,-0.1622863,0,0,0
GV12,2,124,0.000210927,1.46775,-0.1529863,0,0,0
GV13,2,125,0.000210927,1.51765,-0.1219463,0,0,0
GV14,2,126,0.000210927,1.53885,-0.1107863,0,0,0
GV15,1,9,0.000210927,1.63855,-0.06768629,0,0,0
GV16,1,10,0.000210927,1.64785,-0.06768629,0,0,0
GV17,0,47,0.000210927,1.69325,-0.07818628,0,0,0
GV18,0,48,0.000210927,1.73255,-0.07588632,14.72863,1.35E-11,14.72863
GV19,0,49,0.000210927,1.77285,-0.05008633,90,180,90
GV20,0,50,0.000210927,1.79355,-0.000286289,90,180,90
GV21,0,51,0.000210927,1.79685,0.03441369,90,180,90
GV22,0,52,0.000210927,1.78885,0.06941371,90,180,90
GV23,0,53,0.000210927,1.77395,0.09721368,30.51578,180,30.51578
GV24,0,54,0.000210927,1.76114,0.1098437,30.51578,180,30.51578
GV25,0,55,0.000210927,1.64195,0.1518738,-2.73E-05,180,-2.73E-05
GV26,0,56,0.000210927,1.62645,0.1339138,-2.73E-05,180,-2.73E-05
GV27,0,57,0.000210927,1.62039,0.1339138,-2.73E-05,180,-2.73E-05
GV28,0,58,0.001010929,1.62125,0.1302538,-2.73E-05,180,-2.73E-05
CV1,2,127,0.000210927,0.8820695,-0.03118619,270,180,270
CV2,2,128,0.000210927,0.9922495,0.09381382,0,180,0
CV3,2,129,0.000210927,1.01135,0.09731385,0,180,0
CV4,2,130,0.000210927,1.03165,0.1026138,0,180,0
CV5,2,131,0.000210927,1.06225,0.1114138,0,180,0
CV6,2,132,0.000210927,1.078449,0.1170138,0,180,0
CV7,2,133,0.000210927,1.09475,0.1207138,0,180,0
CV8,2,134,0.000210927,1.11665,0.1248338,0,180,0
CV9,2,135,0.000210927,1.14165,0.1293138,0,180,0
CV10,2,136,0.000210927,1.16925,0.1293138,0,180,0
CV11,2,137,0.000210927,1.20035,0.1264138,0,180,0
CV12,2,138,0.000210927,1.23375,0.1267138,0,180,0
CV13,2,139,0.000210927,1.25645,0.1269138,0,180,0
CV14,2,140,0.000210927,1.27985,0.1264838,0,180,0
CV15,2,141,0.000210927,1.31225,0.1238038,0,180,0
CV16,2,142,0.000210927,1.34725,0.1185138,0,180,0
CV17,2,143,0.000210927,1.38415,0.1200738,0,180,0
CV18,2,144,0.000210927,1.42085,0.1071138,0,180,0
CV19,2,145,0.000210927,1.45155,0.09144377,0,180,0
CV20,2,146,0.000210927,1.46945,0.07869377,0,180,0
CV21,2,147,0.000210927,1.48805,0.06771376,0,180,0
CV22,2,148,0.000210927,1.50055,0.05991376,0,180,0
CV23,1,11,0.000210927,1.55815,0.05268374,325.967,180,325.967
CV24,0,59,0.000210927,1.58805,0.1204138,-2.73E-05,180,-2.73E-05
